accession,annotation_type,lab.title,status,date_released,assembly,encyclopedia_version,description
ENCSR793SRO,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0652.1 in GM12878
ENCSR778ESU,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0651.1 in GM12878
ENCSR853WAZ,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0650.2 in GM12878
ENCSR168FMM,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0649.1 in GM12878
ENCSR440BWL,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0648.1 in GM12878
ENCSR742NFG,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0647.1 in GM12878
ENCSR664DXO,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0646.1 in GM12878
ENCSR130VQT,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0645.1 in GM12878
ENCSR739PXC,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0643.1 in GM12878
ENCSR337ESJ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0642.1 in GM12878
ENCSR397QUB,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0641.1 in GM12878
ENCSR188TIZ,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0640.2 in GM12878
ENCSR477BZP,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0639.1 in GM12878
ENCSR992VTS,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0638.1 in GM12878
ENCSR817TVD,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0637.1 in GM12878
ENCSR269ELU,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0636.1 in GM12878
ENCSR367CVI,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0635.1 in GM12878
ENCSR254AVT,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0633.1 in GM12878
ENCSR812ZEL,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0632.2 in GM12878
ENCSR299HYA,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0631.1 in GM12878
ENCSR166FYJ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0627.2 in GM12878
ENCSR422UJX,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0626.1 in GM12878
ENCSR163QBN,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0623.2 in GM12878
ENCSR645CPU,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0622.1 in GM12878
ENCSR707WME,footprints,"Alan Boyle, University of Michigan",released,2022-12-13,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0621.1 in GM12878
ENCSR049CFU,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0620.3 in GM12878
ENCSR104ZTF,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0619.1 in GM12878
ENCSR170CEE,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0618.1 in GM12878
ENCSR147EEE,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0616.2 in GM12878
ENCSR900POD,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0615.1 in GM12878
ENCSR613KQR,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0614.1 in GM12878
ENCSR737FUN,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0613.1 in GM12878
ENCSR404GMG,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0612.2 in GM12878
ENCSR925KQR,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0610.1 in GM12878
ENCSR877UYF,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0609.2 in GM12878
ENCSR798JDZ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0608.1 in GM12878
ENCSR794XZP,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0607.1 in GM12878
ENCSR631VCC,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0606.1 in GM12878
ENCSR889RUF,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0605.2 in GM12878
ENCSR234RJQ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0604.1 in GM12878
ENCSR362TIF,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0603.1 in GM12878
ENCSR792MYR,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0600.2 in GM12878
ENCSR277PKO,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0599.1 in GM12878
ENCSR799OMV,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0598.3 in GM12878
ENCSR792WEK,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0596.1 in GM12878
ENCSR236RSS,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0595.1 in GM12878
ENCSR672QQJ,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0594.2 in GM12878
ENCSR116BQQ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0593.1 in GM12878
ENCSR662BZT,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0592.3 in GM12878
ENCSR096MJL,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0591.1 in GM12878
ENCSR265OAX,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0528.2 in GM12878
ENCSR956YXJ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0527.1 in GM12878
ENCSR936QAO,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0526.3 in GM12878
ENCSR333WIO,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0525.2 in GM12878
ENCSR567TMB,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0524.2 in GM12878
ENCSR694DNT,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0523.1 in GM12878
ENCSR623XLM,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0521.1 in GM12878
ENCSR388ACQ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0520.1 in GM12878
ENCSR376MEX,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0519.1 in GM12878
ENCSR309CGB,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0518.1 in GM12878
ENCSR516ADE,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0517.1 in GM12878
ENCSR730ZNY,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0516.2 in GM12878
ENCSR522PHK,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0515.1 in GM12878
ENCSR241ZOA,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0514.1 in GM12878
ENCSR175AUA,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0513.1 in GM12878
ENCSR957CDV,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0512.2 in GM12878
ENCSR858ACO,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0511.2 in GM12878
ENCSR889IXK,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0510.2 in GM12878
ENCSR941WRJ,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0509.2 in GM12878
ENCSR487IED,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0508.3 in GM12878
ENCSR227ZPG,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0507.1 in GM12878
ENCSR155QNR,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0506.1 in GM12878
ENCSR797GJI,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0505.1 in GM12878
ENCSR097YUV,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0504.1 in GM12878
ENCSR914TLA,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0502.2 in GM12878
ENCSR654GRE,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0501.1 in GM12878
ENCSR325MFH,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0500.2 in GM12878
ENCSR861SFY,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0499.2 in GM12878
ENCSR581TAD,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0496.3 in GM12878
ENCSR164CYG,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0495.3 in GM12878
ENCSR307ZLZ,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0494.1 in GM12878
ENCSR071XCX,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0493.1 in GM12878
ENCSR476FEH,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0491.2 in GM12878
ENCSR986STI,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0490.2 in GM12878
ENCSR301SGS,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0488.1 in GM12878
ENCSR114JAI,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0486.2 in GM12878
ENCSR664SWS,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0485.2 in GM12878
ENCSR526RLD,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0484.2 in GM12878
ENCSR910LQK,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0483.1 in GM12878
ENCSR821FDF,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0482.2 in GM12878
ENCSR004VOY,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0480.1 in GM12878
ENCSR861KOL,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0479.1 in GM12878
ENCSR236XED,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0478.1 in GM12878
ENCSR178FTS,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0477.2 in GM12878
ENCSR421UVE,footprints,"Alan Boyle, University of Michigan",released,2022-12-07,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0476.1 in GM12878
ENCSR888NMN,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0475.2 in GM12878
ENCSR285GLP,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0474.2 in GM12878
ENCSR260MXI,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0473.3 in GM12878
ENCSR716JAZ,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0472.2 in GM12878
ENCSR564WKA,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0471.2 in GM12878
ENCSR911VFC,footprints,"Alan Boyle, University of Michigan",released,2022-12-13,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0468.1 in GM12878
ENCSR978HUO,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0467.1 in GM12878
ENCSR041VAK,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0466.2 in GM12878
ENCSR749JXA,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0464.2 in GM12878
ENCSR703KZN,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0463.2 in GM12878
ENCSR556TMS,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0462.2 in GM12878
ENCSR253JFZ,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0461.2 in GM12878
ENCSR464FEW,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0442.2 in GM12878
ENCSR833AEE,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0259.1 in GM12878
ENCSR503TFV,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0258.2 in GM12878
ENCSR557ZUM,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0163.1 in GM12878
ENCSR202MBN,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0162.4 in GM12878
ENCSR553EVJ,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0161.2 in GM12878
ENCSR364MAH,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0159.1 in GM12878
ENCSR443MUB,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0158.2 in GM12878
ENCSR159HZF,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0156.2 in GM12878
ENCSR930OCH,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0155.1 in GM12878
ENCSR573HQS,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0154.4 in GM12878
ENCSR561JGS,footprints,"Alan Boyle, University of Michigan",released,2022-12-05,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0153.2 in GM12878
ENCSR474PPU,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0150.2 in GM12878
ENCSR742YAH,footprints,"Alan Boyle, University of Michigan",released,2022-12-13,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0149.1 in GM12878
ENCSR982NEW,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0147.3 in GM12878
ENCSR173DVR,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0146.2 in GM12878
ENCSR613HGD,footprints,"Alan Boyle, University of Michigan",released,2022-11-30,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0145.3 in GM12878
ENCSR530FAA,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0144.2 in GM12878
ENCSR607YUE,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0143.4 in GM12878
ENCSR008ODD,footprints,"Alan Boyle, University of Michigan",released,2022-12-06,GRCh38,,TRACE ATAC-seq footprint calls with PWM MA0142.1 in GM12878
